fare_amount,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,distance_km
6.1,-74.001561,40.735996,-73.986623,40.74737,2.0,1.7841960089986924
9.0,-73.978163,40.74563,-73.952042,40.773192,2.0,3.7726588037335183
15.0,-73.994126,40.750917,-73.949428,40.781336,1.0,5.060737421253155
12.9,-74.010698,40.710985,-73.991138,40.750717,1.0,4.715412929675451
7.5,-73.976543,40.788207,-73.954575,40.777842,1.0,2.179308513966105
9.5,-74.006591796875,40.74441146850585,-73.9863739013672,40.74319076538085,2.0,1.7086613237527404
5.3,-73.965744,40.754379,-73.9672,40.765067,1.0,1.194761568353515
8.0,-73.99436950683594,40.74667739868164,-73.97766876220702,40.73911666870117,1.0,1.6390199715194462
11.3,-73.944435,40.778137,-73.980463,40.782295,3.0,3.068556569666043
6.1,-73.968942,40.785745,-73.963131,40.774204,1.0,1.3734111253733075
18.0,-73.98103332519531,40.75872802734375,-73.95498657226562,40.73442077636719,2.0,3.4813755859188467
6.0,-73.98799133300781,40.7493782043457,-73.98880767822266,40.75851821899415,1.0,1.0186467859515795
12.5,-73.991377,40.70255,-73.999735,40.734407,1.0,3.6116913830772805
5.5,-73.97497800000001,40.762812,-73.981365,40.756102,1.0,0.9198258898449445
13.7,-73.992956,40.754508,-73.99911800000001,40.722575,1.0,3.58854006628307
8.9,-74.00662,40.704113,-74.009975,40.735007,1.0,3.446872405459663
4.9,-73.976452,40.780742,-73.98034200000001,40.770673,2.0,1.1665531190263687
4.9,-73.968681,40.754807,-73.97859,40.756029,1.0,0.8456285888431778
8.5,-73.95854200000001,40.780734,-73.975443,40.777022,2.0,1.4817276451342072
3.7,-73.980351,40.780344,-73.980011,40.785561,1.0,0.5808098221202047
4.9,-73.97646999999999,40.735987,-73.981563,40.728817,1.0,0.9054237089068088
9.3,-73.95428199999999,40.764102,-73.973425,40.782708,1.0,2.6227512781393956
6.5,-73.985129,40.778954,-73.98058499999999,40.765687,1.0,1.524041090689461
8.2,-73.98349,40.765833,-73.96135100000001,40.768866,1.0,1.8947017168825364
11.0,-73.988536,40.753911,-73.989873,40.726236,3.0,3.0793804818073816
4.5,-73.992937,40.75778,-73.992937,40.75778,1.0,0.0
9.0,-73.997222,40.763667,-74.01061700000001,40.730022,3.0,3.907626452664896
5.0,-73.97274,40.798322,-73.961262,40.806462,1.0,1.3238698966660258
7.3,-73.989391,40.752278,-73.972785,40.74995,1.0,1.4225729965188323
9.5,-73.98402404785155,40.72166061401367,-74.01074981689453,40.716812133789055,1.0,2.315974542038576
7.5,-74.00408172607422,40.74240112304688,-73.98440551757811,40.74317169189453,1.0,1.659865090750596
7.7,-73.97444499999999,40.764015,-73.983595,40.744184,2.0,2.335917669657241
9.7,-74.007912,40.73873,-73.97750500000001,40.761727,1.0,3.6193605104727222
15.0,-74.00211334228516,40.75183868408203,-73.9917221069336,40.72645950317383,1.0,2.954715135747508
8.0,-73.99575899999999,40.759149,-73.991388,40.750227,3.0,1.0581957667703408
6.0,-73.98212432861328,40.75581741333008,-73.9708251953125,40.7557487487793,1.0,0.9517572591205304
10.5,-73.981387,40.758807,-73.947467,40.779305,1.0,3.654415743731093
22.0,-73.983363,40.744282,-73.973965,40.795451,1.0,5.74451211529819
7.5,-73.97287,40.76444,-73.98841999999999,40.76914,1.0,1.4099916100489902
8.1,-73.96494,40.775277,-73.975652,40.791703000000005,1.0,2.0370259456143107
14.5,-73.954252,40.7665,-73.989683,40.736847,1.0,4.447406006287273
18.0,-73.96534399999999,40.806353,-73.97635799999999,40.750622,1.0,6.266013220823555
8.1,-73.982563,40.727365,-73.953233,40.777548,1.0,6.102563365802496
4.5,-73.99502700000001,40.744631,-74.000213,40.7352,1.0,1.1360583692720312
3.3,-74.001113,40.741735,-73.998253,40.745095,3.0,0.44456895148593323
8.1,-73.981785,40.763397,-74.004152,40.742437,1.0,2.9969270718325656
6.5,-73.972497,40.75278,-73.95885,40.763898,3.0,1.688067448011129
10.5,-73.96593,40.805358,-73.949923,40.778868,1.0,3.2391561174388093
8.9,-73.95208000000001,40.790119,-73.963637,40.79809,1.0,1.316090936628035
14.1,-74.00019,40.718336,-73.956801,40.764745,1.0,6.323957675092727
6.1,-73.965017,40.764308,-73.98105699999999,40.760887,1.0,1.4034474302684437
7.3,-73.98478399999999,40.736512,-73.976727,40.751746,1.0,1.8248727216357894
5.3,-74.00921,40.706383,-74.009173,40.716762,1.0,1.1540963571485694
5.7,-74.001563,40.739345,-74.008126,40.723898,1.0,1.8044550575732483
5.5,-73.985698,40.748747,-73.974357,40.744135,1.0,1.0843249081369226
6.1,-73.978788,40.755519,-73.975802,40.765463,1.0,1.133962395162903
8.5,-73.959753,40.777137,-73.96654699999999,40.804235,1.0,3.066964359277988
8.0,-73.99208068847656,40.75920867919922,-73.98408508300781,40.78045654296875,1.0,2.45672699478425
9.5,-73.995559,40.695197,-73.97470200000001,40.687741,1.0,1.9441256138098257
4.1,-73.959091,40.799481,-73.96740600000001,40.802026,1.0,0.7549453550530996
15.7,-73.9773,40.7519,-74.0125,40.7015,1.0,6.340791643459591
9.7,-74.012526,40.707816,-73.98754699999999,40.744759,2.0,4.615766467817577
9.5,-73.978083,40.788452,-73.979435,40.771332,1.0,1.9070578257299124
18.0,-73.99681854248048,40.73598861694336,-73.9678192138672,40.79391860961913,1.0,6.888970689905433
6.0,-73.993362,40.733317,-73.995473,40.740992,1.0,0.871757705720122
3.7,-73.983436,40.746818,-73.988475,40.73988,1.0,0.880556214442957
4.9,-73.982445,40.775478,-73.988803,40.763712,1.0,1.413640042391159
7.7,-73.97313,40.764152,-73.987082,40.748315000000005,1.0,2.1171027477385356
4.1,-73.962199,40.776363,-73.971793,40.765764,1.0,1.4288885401771423
7.0,-73.97203,40.75652,-73.98601,40.75225,2.0,1.2696798985385738
9.7,-73.98963,40.735626,-73.985599,40.763121000000005,1.0,3.0761038049735885
4.5,-73.992378,40.728833,-73.988072,40.73502,1.0,0.777775608999844
12.5,-73.980224609375,40.735176086425774,-74.01091766357422,40.70179748535156,1.0,4.524005027564419
7.3,-73.968164,40.800219,-73.95713,40.786022,1.0,1.8316359286359332
7.7,-73.97550600000001,40.75789,-73.96085,40.774992,1.0,2.267098531981786
12.9,-73.992457,40.72877,-73.9608,40.7782,1.0,6.109057844142932
8.0,-73.975213,40.757695,-73.99458,40.750235,2.0,1.8301161468971017
6.5,-73.999166,40.739403,-73.988351,40.743763,1.0,1.0320956657973226
11.5,-73.9706802368164,40.75807189941406,-74.00410461425781,40.74281311035156,1.0,3.2872765846039083
7.3,-73.961613,40.77709,-73.96409,40.799774,1.0,2.530951382987497
14.1,-73.982623,40.772747,-74.004793,40.729552000000005,1.0,5.153351036634352
4.5,-73.977202,40.790112,-73.981512,40.781237,1.0,1.0514542871063206
5.5,-73.96889499999999,40.764276,-73.97819100000001,40.759646,2.0,0.9370334259830279
8.9,-73.98778,40.738603000000005,-73.964832,40.770175,1.0,4.007610196944933
15.0,-73.96563,40.761996,-73.96449799999999,40.792631,2.0,3.407789877392015
4.1,-73.98353399999999,40.752177,-73.979711,40.744552,1.0,0.9069638144585144
8.5,-73.968162,40.79208,-73.95452399999999,40.778969,1.0,1.8557486705171355
8.1,-73.96973,40.756707,-73.988013,40.764767,1.0,1.7816872198424625
9.7,-73.98392199999999,40.755333,-73.996402,40.727303000000006,1.0,3.2893596718875813
4.9,-73.978252,40.754508,-73.985235,40.762977,3.0,1.11028849238957
8.0,-73.970091,40.758928,-73.960977,40.770837,1.0,1.5305945609075045
13.7,-74.002136,40.750918,-73.95666,40.788512,2.0,5.66928179929983
10.5,-73.98741912841797,40.73284912109375,-73.97187042236328,40.747169494628906,2.0,2.061948800651768
10.5,-73.969433,40.757445,-73.992628,40.737392,1.0,2.964783112485213
12.0,-73.959571,40.76283,-73.975622,40.760601,1.0,1.3743893002490144
5.0,-73.988312,40.724045,-73.981047,40.73623,1.0,1.486785278047757
7.3,-73.982333,40.76893,-73.993554,40.747,1.0,2.6152526922663313
17.0,-73.984753,40.737152,-73.944553,40.700412,2.0,5.3073318795499285
7.0,-74.002865,40.733287,-74.0095,40.715502,1.0,2.0551241660713675
7.3,-73.96198299999999,40.810355,-73.976615,40.786607,2.0,2.913771087045438
7.7,-73.983361,40.761332,-73.97296300000001,40.780317,1.0,2.285430466166771
4.9,-73.98602199999999,40.76803,-73.976668,40.760718,1.0,1.1321082783730394
13.0,-73.993753,40.762232,-73.988392,40.727412,1.0,3.898058922265288
5.5,-73.982129,40.772748,-73.977427,40.784339,1.0,1.3482985916522328
5.7,-73.980482,40.785602,-73.968586,40.799888,3.0,1.877849523053991
9.3,-73.983086,40.735028,-74.008471,40.720085,1.0,2.708609004848477
6.5,-73.995037,40.739985,-73.978383,40.762292,2.0,2.8496561952543886
5.0,-73.99124145507811,40.7497444152832,-73.98625183105469,40.744155883789055,1.0,0.7502248945960582
17.0,-73.952872,40.791805,-74.00325699999999,40.732767,1.0,7.816844178406735
5.5,-73.945415,40.77833,-73.955122,40.77777,1.0,0.8197157843135319
4.9,-73.982557,40.771522,-73.989135,40.774365,2.0,0.637782306626292
7.5,-73.98042099999999,40.720552000000005,-73.984562,40.729687,1.0,1.074035006394232
4.9,-73.98611,40.74594,-73.991732,40.735342,1.0,1.2700682831638979
9.5,-73.98890686035155,40.69222259521485,-74.00469970703125,40.716133117675774,1.0,2.9733993331644735
14.0,-73.993047,40.742667,-73.972472,40.764817,1.0,3.0116106321998086
16.9,-74.000457,40.742486,-73.923371,40.761095000000005,1.0,6.815076136630149
6.1,-73.983981,40.780489,-73.96794,40.797363,1.0,2.3117649660823187
7.5,-73.990973,40.7508,-74.005892,40.73016,1.0,2.616707250690849
12.5,-73.962456,40.77,-73.98790699999999,40.741126,1.0,3.8605532938262686
4.0,-73.96253204345702,40.767391204833984,-73.95326232910156,40.7646598815918,2.0,0.8376647650304202
6.5,-73.98469300000001,40.759112,-73.994667,40.740517,2.0,2.231853561865885
19.5,-73.992405,40.724391,-73.970332,40.783869,1.0,6.870023550146308
7.3,-73.988247,40.724833,-74.006518,40.738588,1.0,2.170129868918499
9.3,-73.993808,40.751740000000005,-73.981047,40.767624,1.0,2.0675400327346622
3.5,-73.953837,40.775171,-73.95640300000001,40.771586,1.0,0.45342941437817913
11.7,-73.98865,40.76403,-74.010412,40.720292,1.0,5.197538172655344
7.3,-74.00075600000001,40.725835,-74.006186,40.743811,2.0,2.0505315974299387
6.5,-74.004083,40.742094,-73.985253,40.735788,1.0,1.734505700406401
9.3,-73.987011,40.776157,-73.994649,40.750440000000005,1.0,2.931060610548912
6.5,-73.970823,40.798273,-73.95598199999999,40.787948,1.0,1.69676041225658
13.5,-73.97331700000001,40.750867,-73.991122,40.747067,1.0,1.5582523457739206
6.5,-73.983035,40.744606,-73.97535400000001,40.761604,1.0,1.9977614043884449
5.7,-73.970607,40.763045,-73.95798,40.776922,1.0,1.8739566546424533
7.7,-73.975358,40.777341,-73.953388,40.788407,1.0,2.2216603519112983
5.7,-73.971488,40.754987,-73.980705,40.746197,1.0,1.248250142412282
7.7,-73.981137,40.740717,-73.97916500000001,40.765022,1.0,2.707692641605648
10.0,-73.98679,40.761328000000006,-73.961224,40.760216,1.0,2.1568112790001583
6.9,-73.992077,40.729163,-73.97976,40.74491,1.0,2.0354083847706663
4.5,-73.956615,40.767603,-73.965367,40.769688,2.0,0.7726426406469338
18.5,-73.971212,40.76246,-74.00549699999999,40.709082,1.0,6.600992155909391
8.9,-73.988975,40.748182,-74.00151,40.724912,2.0,2.7947443223750907
4.9,-74.00435,40.751103,-74.004582,40.752137,2.0,0.11662457347279662
6.5,-73.987447,40.733067,-74.002172,40.740632,1.0,1.4989294210118413
6.5,-73.98507690429686,40.73244857788085,-73.9961166381836,40.73833847045898,2.0,1.1375986260951538
10.5,-73.982832,40.770589,-73.980315,40.754798,1.0,1.7686291334721211
13.3,-73.99276,40.753425,-73.953695,40.799692,1.0,6.106370041411172
15.5,-73.973638,40.757932,-73.997785,40.724342,1.0,4.253127094031595
6.1,-73.96678,40.757327,-73.982874,40.739181,1.0,2.43091565174668
15.0,-73.977737,40.786840000000005,-74.00841,40.736417,1.0,6.1733099997019965
10.1,-74.0139,40.7078,-73.9923,40.7493,0.0,4.960569662597962
12.5,-73.99691999999999,40.72064,-73.98808000000001,40.74819,1.0,3.1526686499515484
3.5,-73.97251999999999,40.753437,-73.968294,40.760745,1.0,0.8871521611749899
6.1,-73.98786199999999,40.738565,-73.999763,40.72195,1.0,2.1021158767563515
4.5,-73.965141,40.791169,-73.97085799999999,40.795761,1.0,0.7016698700735271
12.5,-74.00157,40.746642,-73.98325799999999,40.775935,1.0,3.6039193130043885
8.5,-73.948065,40.71932,-73.981378,40.725583,1.0,2.89245131971456
4.0,-73.979315,40.776897,-73.986242,40.780575,1.0,0.7123572549245488
3.3,-73.996055,40.725228,-73.994737,40.719624,1.0,0.6329578804773631
15.7,-73.977711,40.751507,-74.01070899999999,40.709197,1.0,5.464879118139972
8.9,-73.96248299999999,40.773237,-73.982075,40.779066,1.0,1.7724877472037586
4.5,-73.95896,40.759771,-73.968562,40.757476,1.0,0.8480492200983405
5.7,-73.98522,40.723707,-73.99152,40.735177,2.0,1.3814745152438495
10.5,-73.971685,40.762707,-73.995203,40.759983,1.0,2.0037820640629116
10.0,-73.98944854736328,40.73759078979492,-73.97264862060547,40.75937271118164,1.0,2.8051924573098725
7.3,-73.98158000000001,40.763143,-74.000254,40.759134,3.0,1.6347397317301493
8.0,-74.015043,40.714613,-74.00794300000001,40.705562,1.0,1.1709087840511159
10.5,-73.973467,40.757442,-73.99736700000001,40.724577,2.0,4.172428597697176
10.9,-74.00716899999999,40.713268,-73.98691099999999,40.725255,1.0,2.165958086997421
4.0,-73.989765,40.75674,-73.9832,40.761088,1.0,0.7345038948157345
5.3,-73.968733,40.786187,-73.980648,40.774107,1.0,1.6765310625386098
11.0,-73.990382,40.756108000000005,-73.98875799999999,40.739479,3.0,1.8541144483501315
8.5,-73.966798,40.804314,-73.982236,40.775824,1.0,3.4241809145655444
7.7,-74.00555899999999,40.745773,-73.976892,40.736789,2.0,2.613598919155159
5.0,-73.97785,40.726059,-73.979853,40.727001,1.0,0.1986471806799056
6.9,-73.955365,40.76489,-73.957835,40.767198,1.0,0.3303539241347845
8.5,-73.985763,40.767742,-73.97381,40.753972,1.0,1.8324650738434272
6.9,-73.969563,40.790342,-73.99117,40.760643,2.0,3.770409411617746
10.0,-73.97529,40.762167,-73.978365,40.750115,2.0,1.3649209144351024
8.1,-73.978615,40.753807,-73.96386,40.771023,1.0,2.2823115656337984
6.5,-73.974151,40.747188,-73.99212,40.738022,2.0,1.8249589950108653
13.5,-73.99364,40.7525,-73.98147,40.7558,1.0,1.088800965197342
8.5,-74.001552,40.746532,-73.977492,40.76431,1.0,2.831056735500438
6.9,-73.961988,40.773478,-73.967392,40.787932,1.0,1.6703776469982805
6.5,-73.981443,40.741223,-73.97009,40.756593,1.0,1.9584525240700241
15.7,-73.996386,40.748545,-74.010177,40.719637,2.0,3.4180036009582375
6.9,-73.979605,40.735331,-73.965554,40.754758,1.0,2.4632413657055676
13.5,-73.99002838134766,40.7345085144043,-73.96251678466798,40.77288436889648,1.0,4.855844907515465
4.9,-73.977352,40.760313,-73.959138,40.759398,1.0,1.53744249110269
12.1,-73.94614200000001,40.781162,-73.965843,40.80514,2.0,3.1399616880979706
13.7,-73.973387,40.784707,-73.98787,40.751617,1.0,3.8763243935317386
13.7,-73.99023299999999,40.741791,-74.009532,40.704917,1.0,4.410970802107569
7.7,-73.967425,40.760568,-73.976065,40.776113,2.0,1.8754241505646745
7.3,-73.97304799999999,40.76212,-73.952492,40.766412,2.0,1.7957899471412075
5.3,-73.961784,40.755718,-73.97615,40.760831,2.0,1.336916657398107
6.5,-74.004273,40.747427,-73.98634200000001,40.762392,1.0,2.247255384255634
6.5,-73.99152,40.729727,-74.006927,40.729435,1.0,1.2986497687496075
10.0,-73.951825,40.781593,-73.98133,40.76369,1.0,3.1837245955393945
8.0,-74.00302124023438,40.74802017211913,-74.00689697265625,40.72520446777344,1.0,2.5579199124140843
6.1,-73.98113000000001,40.747072,-73.992207,40.730563,1.0,2.059325327519582
6.9,-73.974797,40.750455,-73.982217,40.736053000000005,2.0,1.7191078788391987
10.9,-73.979348,40.750788,-74.010858,40.714418,1.0,4.837801751455928
6.1,-74.01466500000001,40.714253,-74.01273,40.70823,2.0,0.6892996919785866
3.7,-73.980037,40.745632,-73.973706,40.748954,1.0,0.6487588242357817
8.5,-73.992338,40.730622,-73.97272099999999,40.758221,1.0,3.485558691965836
13.7,-73.984891,40.769314,-73.989604,40.730931,1.0,4.286420087809299
7.5,-73.99512481689453,40.760101318359375,-73.98626708984375,40.772136688232415,1.0,1.5321372728608236
4.9,-73.97665699999999,40.75182,-73.990708,40.750923,1.0,1.1877902525181883
9.7,-74.008374,40.720834,-73.97758499999999,40.75193,1.0,4.3226434524360045
12.5,-73.98683100000001,40.747747,-73.99140899999999,40.715867,2.0,3.5658202314696816
7.3,-73.974914,40.751661,-73.981833,40.737164,1.0,1.7141408043529727
7.7,-73.979333,40.742212,-73.99385799999999,40.751518,1.0,1.6024919482716913
8.5,-73.996418,40.732352,-73.977412,40.746833,2.0,2.270868079374946
5.7,-73.955878,40.76737,-73.967555,40.763067,1.0,1.09363605757414
16.0,-73.981145,40.774175,-73.98524499999999,40.729167,1.0,5.016563663710107
11.7,-73.94748299999999,40.77117,-73.98988,40.73697,1.0,5.216820547909361
10.1,-73.982596,40.751014,-73.99904699999999,40.722874,1.0,3.4222747647527103
4.5,-74.002515,40.719872,-73.994063,40.721043,1.0,0.724094140493877
4.0,-73.98316,40.735692,-73.98687199999999,40.739433,1.0,0.5204331205035715
19.0,-73.982608,40.772337,-73.95504,40.745817,1.0,3.753311874151219
8.5,-73.985613,40.762795,-73.969266,40.797898,1.0,4.138844778802447
5.0,-74.00542,40.739482,-74.002707,40.733577,1.0,0.6952563314886625
6.5,-74.00814100000001,40.738943,-73.987765,40.752772,1.0,2.3045680887796633
7.0,-73.99510500000001,40.732125,-74.008402,40.738292,1.0,1.3135563647802133
7.3,-73.999717,40.73835,-73.992147,40.72537,2.0,1.5779727400121908
17.3,-73.987622,40.758267,-74.00784399999999,40.705176,1.0,6.144432518136559
12.1,-73.995468,40.749305,-74.00689,40.708035,2.0,4.688859098572971
10.1,-73.98665,40.739855,-74.00781500000001,40.750040000000006,1.0,2.1122881896833325
5.7,-73.999977,40.727231,-73.999813,40.719267,1.0,0.8856642343455837
12.9,-74.00772099999999,40.725855,-73.97808,40.752019,2.0,3.8341276960051
5.3,-73.994312,40.740935,-73.984237,40.754502,2.0,1.7309376806477024
5.5,-73.973294,40.755027,-73.979022,40.747021,1.0,1.0125777823539845
8.1,-74.002382,40.734405,-74.01352,40.707072,1.0,3.1809355115811466
9.3,-73.974378,40.744052,-73.97991400000001,40.761059,1.0,1.947738161931822
5.0,-73.98504399999999,40.732313,-73.975437,40.730103,1.0,0.8459753242800135
6.5,-74.001264,40.761711,-73.988011,40.756287,3.0,1.2687641610417053
5.3,-73.991934,40.750118,-73.98801999999999,40.738424,1.0,1.3414690901131914
